id,title,content,date_str,year_abs,month,day,jd,am_day,source_type,source_database,source_url,language,category,subcategory,location,coordinates,people,places,keywords,confidence_score,data_hash,created_at,updated_at
170,11 kwietnia,": Jack Betts , amerykański aktor (zm. 2025 ) Wiesław Skrzydło , polski prawnik, konstytucjonalista, wykładowca akademicki (zm. 2021 ) Thomas Sweeney , australijski rugbysta (zm. 2017 ) Roman Teisseyre , polski geofizyk, wykładowca akademicki (zm. 2022 )",1929.0-04-11,1929,4,11,2425713.5,687549.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/11_kwietnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,e909b3830c3c72eaa0cab475adde80e4,2025-11-04 00:25:20,2025-11-04 00:25:20
154,25 sierpnia,"Olaf Falk , szwedzki bokser (ur. 1905 )",1929.0-08-25,1929,8,25,2425849.5,687685.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/25_sierpnia#Zmarli,pl,zgony,,,,[],[],[],0.8,3130beba67d978140da5f040f931f8f5,2025-11-04 00:25:20,2025-11-04 00:25:20
167,28 stycznia,": Konrad Biesalski , niemiecki ortopeda, działacz społeczny (ur. 1868 ) Ema Destinnová , czeska śpiewaczka (sopran liryczno-dramatyczny) (ur. 1878 ) Mojżesz Tovini , włoski duchowny katolicki, błogosławiony (ur. 1877 )",1930.0-01-28,1930,1,28,2426005.5,687841.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/28_stycznia#Zmarli,pl,zgony,,,,[],[],[],0.8,9e87ea86406e2482c8e8a349605f89fb,2025-11-04 00:25:20,2025-11-04 00:25:20
47,3 sierpnia,": Karol Dillenius , polski aktor (zm. 2017 ) Janusz Siemiątkowski , polski pilot, instruktor szybowcowy, samolotowy i śmigłowcowy, ratownik górski (zm. 2016 ) Marlene Smith , kanadyjska łyżwiarka figurowa (zm. 2009 ) Władimir Trusieniow , rosyjski lekkoatleta, dyskobol (zm. 2001 )",1931.0-08-03,1931,8,3,2426557.5,688393.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/3_sierpnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,902702bc61d1f94c6b3e5fc7aff176b3,2025-11-04 00:25:20,2025-11-04 00:25:20
56,25 września,": Mychajło Hałuszczynski , ukraiński działacz oświatowy, polityk, wicemarszałek Senatu i poseł na Sejm RP (ur. 1878 ) Aleksander Skrzyński , polski hrabia, prawnik, podporucznik, polityk, minister spraw zagranicznych, premier RP (ur. 1882 ) Ulrich von Wilamowitz-Moellendorff , niemiecki filolog klasyczny, wykładowca akademicki (ur. 1848 )",1931.0-09-25,1931,9,25,2426610.5,688446.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/25_września#Zmarli,pl,zgony,,,,[],[],[],0.8,e8df555e2e06a4f72cedca382ebebf83,2025-11-04 00:25:20,2025-11-04 00:25:20
146,17 czerwca,": Aleksandr Askoldow , rosyjski reżyser filmowy (zm. 2018 ) Derek Ibbotson , brytyjski lekkoatleta, średnio- i długodystansowiec (zm. 2017 ) Walter Kollmann , austriacki piłkarz (zm. 2017 ) Juan Antonio Masso , hiszpański duchowny katolicki, wikariusz regionalny prałatury personalnej Opus Dei w Australii i Nowej Zelandii (zm. 2003 ) John Murtha , amerykański polityk (zm. 2010 )",1932.0-06-17,1932,6,17,2426876.5,688712.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/17_czerwca#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,937f71bd4c936174c93feef62a643fd4,2025-11-04 00:25:20,2025-11-04 00:25:20
152,22 sierpnia,"Jan Zaleski , polski biochemik, wykładowca akademicki (ur. 1869 )",1932.0-08-22,1932,8,22,2426942.5,688778.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/22_sierpnia#Zmarli,pl,zgony,,,,[],[],[],0.8,37876fd18f3106bb7be48bcca9237440,2025-11-04 00:25:20,2025-11-04 00:25:20
122,10 września,": Bo Goldman , amerykański scenarzysta filmowy i teatralny (zm. 2023 ) Jerzy Knyba , polski historyk, działacz społeczny (zm. 2010 ) Félix Malloum , czadyjski generał, polityk, prezydent Czadu (zm. 2009 ) Zbigniew Szczurek , polski prawnik, sędzia (zm. 2023 )",1932.0-09-10,1932,9,10,2426961.5,688797.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/10_września#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,8bb6b70a62d29606628034e3f0411ab7,2025-11-04 00:25:20,2025-11-04 00:25:20
77,12 września,": Atli Dam , farerski polityk, premier Wysp Owczych (zm. 2005 ) Carles Soler Perdigó , hiszpański duchowny katolicki, biskup pomocniczy Barcelony , biskup Girony (zm. 2023 ) Tadeusz Wrzaszczyk , polski inżynier, polityk, poseł na Sejm PRL, minister przemysłu maszynowego, wicepremier (zm. 2002 )",1932.0-09-12,1932,9,12,2426963.5,688799.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/12_września#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,55fd0c2eacbfeec0fc285a3914724e99,2025-11-04 00:25:20,2025-11-04 00:25:20
195,28 grudnia,": Giovanni Battistelli , włoski duchowny katolicki, franciszkanin, kustosz Ziemi Świętej (zm. 2011 ) Inger Bjørnbakken , norweska narciarka alpejska (zm. 2021 ) Charles Fiterman , francuski polityk Charles Portis , amerykański pisarz (zm. 2020 )",1933.0-12-28,1933,12,28,2427435.5,689271.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/28_grudnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,1a89adb3f55ba1a48d722f4e050f0b0e,2025-11-04 00:25:20,2025-11-04 00:25:20
187,20 stycznia,"Ugo Benelli , włoski śpiewak operowy (tenor)",1935.0-01-20,1935,1,20,2427823.5,689659.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/20_stycznia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,bbe9b39e434c6d6a483becd9a9779395,2025-11-04 00:25:20,2025-11-04 00:25:20
79,24 października,": Aniempodist Sofronow , jakucki poeta, prozaik, dramaturg, dziennikarz, działacz społeczny (ur. 1886 ) Eugeniusz Ślaski , polski generał brygady (ur. 1873 )",1935.0-10-24,1935,10,24,2428100.5,689936.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/24_października#Zmarli,pl,zgony,,,,[],[],[],0.8,d4a9b1f4a3bc289dc5b03b7e7437a905,2025-11-04 00:25:20,2025-11-04 00:25:20
164,4 sierpnia,"Wincenty Rubiols Castelló , hiszpański duchowny katolicki, męczennik, błogosławiony (ur. 1874 )",1936.0-08-04,1936,8,4,2428385.5,690221.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/4_sierpnia#Zmarli,pl,zgony,,,,[],[],[],0.8,e492061efd60ac0d91ef8c4ce02f0395,2025-11-04 00:25:20,2025-11-04 00:25:20
61,1 stycznia,"Bhaktisiddhanta Sarasvati Thakura , hinduski duchowny i nauczyciel w tradycji gaudija wisznuizmu , astronom, astrolog (ur. 1874 )",1937.0-01-01,1937,1,1,2428535.5,690371.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/1_stycznia#Zmarli,pl,zgony,,,,[],[],[],0.8,2ecc1a07b506a158aa690ef558754318,2025-11-04 00:25:20,2025-11-04 00:25:20
196,1 kwietnia,"Jan Głazek , polski pedagog, samorządowiec, prezydent Częstochowy (ur. 1856 )",1938.0-04-01,1938,4,1,2428990.5,690826.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/1_kwietnia#Zmarli,pl,zgony,,,,[],[],[],0.8,b12be15fd483c3d307ef8f6d9441468a,2025-11-04 00:25:20,2025-11-04 00:25:20
80,19 kwietnia,": Henry Stephens Salt , brytyjski pisarz, reformator społeczny (ur. 1851 ) János Vaszary , węgierski malarz (ur. 1867 ) Jan de Vries , holenderski lekkoatleta, sprinter i piłkarz (ur. 1896 ) Rudolf Wacker , austriacki malarz (ur. 1893 )",1939.0-04-19,1939,4,19,2429373.5,691209.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/19_kwietnia#Zmarli,pl,zgony,,,,[],[],[],0.8,8c4d15e8897b5af489a56d362dc70c33,2025-11-04 00:25:20,2025-11-04 00:25:20
134,2 października,"Skapitulował Hel , ostatnia twierdza kampanii wrześniowej .",1939.0-10-02,1939,10,2,2429539.5,691375.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/2_października#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,c4cc133747e7d45df715a384dfa21584,2025-11-04 00:25:20,2025-11-04 00:25:20
172,7 listopada,": Martin Davidson , amerykański reżyser, scenarzysta i producent filmowy Asłan Dżarimow , rosyjski polityk, prezydent Adygei , dyplomata Uładzimir Jahorau , białoruski polityk (zm. 2016 ) Stanisław Orzechowski , polski duchowny katolicki (zm. 2021 ) Olegário Tolóí de Oliveira , brazylijski piłkarz, trener (zm. 2024 )",1939.0-11-07,1939,11,7,2429575.5,691411.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/7_listopada#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,5b4e8e8326d842e6238d094a92632546,2025-11-04 00:25:20,2025-11-04 00:25:20
191,24 czerwca,": Masakry więzienne NKWD : rozpoczęły się ewakuacje więzień NKWD w Berezweczu i Wilejce , których konsekwencjami były tzw. „marsze śmierci”: Berezwecz-Taklinowa , w trakcie którego zginęło ok. 1–2 tys. więźniów i Wilejka-Borysów , w którego trakcie zginęło od 500 do 800 więźniów. Operacja „Barbarossa” : Adolf Hitler przybył do swej kwatery głównej Wolfsschanze w lesie gierłoskim pod Kętrzynem ; Wehrmacht zajął Przemyśl i Wilno .",1941.0-06-24,1941,6,24,2430170.5,692006.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/24_czerwca#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,e97079917fe3513368717ccdf4ebf180,2025-11-04 00:25:20,2025-11-04 00:25:20
103,21 sierpnia,": Jackie DeShannon , amerykańska piosenkarka José Guadalupe Galván Galindo , meksykański duchowny katolicki, biskup Ciudad Valles i Torreón (zm. 2022 ) Alberto Mario González , argentyński piłkarz (zm. 2023 ) Stefan Pastuszka , polski historyk, profesor nauk humanistycznych, polityk, senator RP (zm. 2019 ) Nina Smolar , polska biochemik, wydawca Jerzy Zawadzki , polski chemik (zm. 2021 )",1941.0-08-21,1941,8,21,2430228.5,692064.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/21_sierpnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,99106a25b561be0f4a8f2141f14700ea,2025-11-04 00:25:20,2025-11-04 00:25:20
24,11 września,": Yvonne Herløv Andersen , duńska pedagog, działaczka samorządowa, polityk Marek Bargiełowski , polski aktor (zm. 2016 ) Lola Falana , amerykańska aktorka, tancerka",1942.0-09-11,1942,9,11,2430614.5,692450.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/11_września#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,d90439342676ab8372b81b3b565e8b9e,2025-11-04 00:25:20,2025-11-04 00:25:20
161,20 czerwca,": Wojciech Gąssowski , polski piosenkarz Grant Tambling , australijski polityk, gubernator Terytorium Wyspy Norfolk (zm. 2025 ) Masayuki Uemura , japoński projektant sprzętu elektronicznego (zm. 2021 )",1943.0-06-20,1943,6,20,2430896.5,692732.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/20_czerwca#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,9e36158fb959be9be1b32d05c4c287d2,2025-11-04 00:25:20,2025-11-04 00:25:20
201,14 sierpnia,": 14. dzień powstania warszawskiego : najcięższe walki toczyły się na Starym Mieście . Nad Puszczą Niepołomicką , po dokonaniu zrzutu pomocy dla powstańców, został zaatakowany przez niemieckie myśliwce ciężki bombowiec Consolidated B-24 Liberator z 7-osobową polską załogą, która poniosła śmierć opuszczając płonący samolot na spadochronach ze zbyt niskiej wysokości. Rozpoczęła się akcja „Burza” w Okręgu Łódź AK .",1944.0-08-14,1944,8,14,2431317.5,693153.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/14_sierpnia#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,f71670ac2b8f4746533f1d15eac11978,2025-11-04 00:25:20,2025-11-04 00:25:20
85,6 października,": Leon Bianchi , polski podpułkownik dyplomowany saperów (ur. 1896 ) Dowmont Franciszek Giedroyć , polski dermatolog, historyk medycyny, wykładowca akademicki (ur. 1860 ) Zbigniew Twardy , polski porucznik artylerii, żołnierz AK , cichociemny (ur. 1920 ) Jaroslav Vedral , czechosłowacki generał brygady (ur. 1895 )",1944.0-10-06,1944,10,6,2431370.5,693206.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/6_października#Zmarli,pl,zgony,,,,[],[],[],0.8,4d4dec5d164437ed7662ac4209336d47,2025-11-04 00:25:20,2025-11-04 00:25:20
84,12 stycznia,": Aleksandr Chałamieniuk , radziecki starszy porucznik (ur. 1918 ) Theodor Kroyer , niemiecki muzykolog, wykładowca akademicki (ur. 1873 ) Ignác Kúnos , węgierski językoznawca, turkolog, wykładowca akademicki (ur. 1860 ) Paolo Salvi , włoski gimnastyk (ur. 1891 )",1945.0-01-12,1945,1,12,2431468.5,693304.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/12_stycznia#Zmarli,pl,zgony,,,,[],[],[],0.8,c78f46e64b2da96a66250e554720a090,2025-11-04 00:25:20,2025-11-04 00:25:20
136,20 stycznia,": Stanisław Augustyński , polski urzędnik skarbowy, działacz ludowy, społeczny i samorządowy, polityk, poseł na Sejm RP (ur. 1869 ) Piotr Drozdow , radziecki młodszy porucznik (ur. 1923 ) Wacław Krzeptowski , polski góral, polityk ludowy, jeden z przywódców Goralenvolku (ur. 1897 ) Richard Malik , niemiecki piłkarz (ur. 1909 ) Mykoła Nosula , radziecki sierżant (ur. 1926 )",1945.0-01-20,1945,1,20,2431476.5,693312.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/20_stycznia#Zmarli,pl,zgony,,,,[],[],[],0.8,8d8c79800348187714abce9410950e4b,2025-11-04 00:25:20,2025-11-04 00:25:20
100,24 grudnia,": Jan Akkerman , holenderski gitarzysta, członek zespołu Focus Roselyne Bachelot , francuska polityk Philippe Clerc , szwajcarski lekkoatleta, sprinter Inge Ejderstedt , szwedzki piłkarz Erwin Pröll , austriacki polityk Jeff Sessions , amerykański polityk, senator Patrick Vial , francuski judoka Andrew Yao , amerykański informatyk pochodzenia chińskiego",1946.0-12-24,1946,12,24,2432179.5,694015.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/24_grudnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,d79affb52a7855e83c9b4412633aed40,2025-11-04 00:25:20,2025-11-04 00:25:20
184,27 września,Podczas narady partii komunistycznych i robotniczych w Szklarskiej Porębie utworzono Kominform .,1947.0-09-27,1947,9,27,2432456.5,694292.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/27_września#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,8b5875d1cb9f779dd9ae207a2e88e43e,2025-11-04 00:25:20,2025-11-04 00:25:20
82,15 listopada,"Eduard von Schleich , niemiecki pilot wojskowy, as myśliwski (ur. 1888 )",1947.0-11-15,1947,11,15,2432505.5,694341.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/15_listopada#Zmarli,pl,zgony,,,,[],[],[],0.8,543b8337dc472f24685fd0323dc0f04b,2025-11-04 00:25:20,2025-11-04 00:25:20
110,2 listopada,"Tadeusz Kopeć , polski prawnik, dziennikarz, działacz społeczny, polityk, poseł na Sejm RP (ur. 1905 )",1949.0-11-02,1949,11,2,2433223.5,695059.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/2_listopada#Zmarli,pl,zgony,,,,[],[],[],0.8,700b2f050b4b75c4151c089aabb17205,2025-11-04 00:25:20,2025-11-04 00:25:20
220,Research on history - Paper 6,This paper explores history from a historical perspective with modern analytical methods.,1950-02-02,1950,1,1,2433314.5,695150.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.5,en,scientific_paper,journal_article,,,"[""Author 6"", ""Co-Author 6""]",[],"[""history""]",0.9,443040dc93230b3fc66f5067d7ebe471,2025-11-04 00:25:20,2025-11-04 00:25:20
346,Research on history - Paper 12,This paper explores history from a historical perspective with modern analytical methods.,1950-02-12,1950,1,1,2433324.5,695160.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.11,en,scientific_paper,journal_article,,,"[""Author 12"", ""Co-Author 12""]",[],"[""history""]",0.9,677e15aa7427ec2ea13591e6221a7727,2025-11-04 00:30:56,2025-11-04 00:30:56
361,Research on archaeology - Paper 7,This paper explores archaeology from a historical perspective with modern analytical methods.,1950-06-08,1950,1,1,2433440.5,695276.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.6,en,scientific_paper,journal_article,,,"[""Author 7"", ""Co-Author 7""]",[],"[""archaeology""]",0.9,f975297139e1b3fee0c0199f022f1711,2025-11-04 00:30:56,2025-11-04 00:30:56
345,Research on history - Paper 11,This paper explores history from a historical perspective with modern analytical methods.,1950-08-16,1950,1,1,2433509.5,695345.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.10,en,scientific_paper,journal_article,,,"[""Author 11"", ""Co-Author 11""]",[],"[""history""]",0.9,ec05261882fcde391ce7ac3e6e42616e,2025-11-04 00:30:56,2025-11-04 00:30:56
248,Research on archaeology - Paper 14,This paper explores archaeology from a historical perspective with modern analytical methods.,1950-08-17,1950,1,1,2433510.5,695346.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.13,en,scientific_paper,journal_article,,,"[""Author 14"", ""Co-Author 14""]",[],"[""archaeology""]",0.9,6e61d0529a0b96a0e63c804df5f16654,2025-11-04 00:25:20,2025-11-04 00:25:20
479,Research on medieval - Paper 5,This paper explores medieval from a historical perspective with modern analytical methods.,1950-11-17,1950,1,1,2433602.5,695438.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""medieval""]",0.9,859df60f7cc818e60c79cfcabec86d42,2025-11-04 00:42:42,2025-11-04 00:42:42
11,23 listopada,": Mariusz Benoit , polski aktor, reżyser teatralny, pedagog Swetła Ocetowa , bułgarska wioślarka Milan Roćen , czarnogórski polityk Charles Schumer , amerykański polityk, senator Michał Władkowski , polski pianista, pedagog",1950.0-11-23,1950,11,23,2433609.5,695445.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/23_listopada#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,d8876341a2f59c82883d4583848ff728,2025-11-04 00:25:20,2025-11-04 00:25:20
169,7 kwietnia,": Frederick Hamlin , brytyjski kolarz torowy (ur. 1881 ) Daniel Lowey , brytyjski przeciągacz liny (ur. 1878 )",1951.0-04-07,1951,4,7,2433744.5,695580.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/7_kwietnia#Zmarli,pl,zgony,,,,[],[],[],0.8,27c0c4af82259cf0a15102ef60b49ea0,2025-11-04 00:25:20,2025-11-04 00:25:20
446,Research on history - Paper 12,This paper explores history from a historical perspective with modern analytical methods.,1952-06-18,1952,1,1,2434181.5,696017.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.11,en,scientific_paper,journal_article,,,"[""Author 12"", ""Co-Author 12""]",[],"[""history""]",0.9,ddb342576f3a4a7b40fc46832ab85a8d,2025-11-04 00:42:42,2025-11-04 00:42:42
484,Research on medieval - Paper 10,This paper explores medieval from a historical perspective with modern analytical methods.,1952-08-02,1952,1,1,2434226.5,696062.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.9,en,scientific_paper,journal_article,,,"[""Author 10"", ""Co-Author 10""]",[],"[""medieval""]",0.9,b57f22218a447820e7f13d75e7cfdb20,2025-11-04 00:42:42,2025-11-04 00:42:42
500,Research on ancient - Paper 6,This paper explores ancient from a historical perspective with modern analytical methods.,1952-10-08,1952,1,1,2434293.5,696129.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.5,en,scientific_paper,journal_article,,,"[""Author 6"", ""Co-Author 6""]",[],"[""ancient""]",0.9,5270125d0ca42e85474a8ae3b31a4c0b,2025-11-04 00:42:42,2025-11-04 00:42:42
450,Research on history - Paper 16,This paper explores history from a historical perspective with modern analytical methods.,1952-10-16,1952,1,1,2434301.5,696137.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.15,en,scientific_paper,journal_article,,,"[""Author 16"", ""Co-Author 16""]",[],"[""history""]",0.9,703108e4bf9d7e58fedca2868ebd4395,2025-11-04 00:42:42,2025-11-04 00:42:42
357,Research on archaeology - Paper 3,This paper explores archaeology from a historical perspective with modern analytical methods.,1952-11-14,1952,1,1,2434330.5,696166.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""archaeology""]",0.9,b80f767236ecaca57647d38ef24a42ee,2025-11-04 00:30:56,2025-11-04 00:30:56
268,Research on medieval - Paper 14,This paper explores medieval from a historical perspective with modern analytical methods.,1952-12-21,1952,1,1,2434367.5,696203.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.13,en,scientific_paper,journal_article,,,"[""Author 14"", ""Co-Author 14""]",[],"[""medieval""]",0.9,848e8e86401d71a2fed82f3895636cf7,2025-11-04 00:25:20,2025-11-04 00:25:20
397,Research on ancient - Paper 3,This paper explores ancient from a historical perspective with modern analytical methods.,1953-07-19,1953,1,1,2434577.5,696413.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""ancient""]",0.9,c6fb1badd93da5d605d994a3b625416b,2025-11-04 00:30:56,2025-11-04 00:30:56
452,Research on history - Paper 18,This paper explores history from a historical perspective with modern analytical methods.,1953-09-24,1953,1,1,2434644.5,696480.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.17,en,scientific_paper,journal_article,,,"[""Author 18"", ""Co-Author 18""]",[],"[""history""]",0.9,062a6efa76e5ed1c5ee858b7b949cc61,2025-11-04 00:42:42,2025-11-04 00:42:42
282,Research on ancient - Paper 8,This paper explores ancient from a historical perspective with modern analytical methods.,1953-11-04,1953,1,1,2434685.5,696521.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.7,en,scientific_paper,journal_article,,,"[""Author 8"", ""Co-Author 8""]",[],"[""ancient""]",0.9,e652089efce2bcf4b232971a0338edb3,2025-11-04 00:25:20,2025-11-04 00:25:20
312,Research on chronology - Paper 18,This paper explores chronology from a historical perspective with modern analytical methods.,1953-12-20,1953,1,1,2434731.5,696567.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.4.17,en,scientific_paper,journal_article,,,"[""Author 18"", ""Co-Author 18""]",[],"[""chronology""]",0.9,b8cbe2e44fb303881b3f2fc30133b238,2025-11-04 00:25:20,2025-11-04 00:25:20
115,12 stycznia,": Czesław Czechyra , polski pediatra, samorządowiec, polityk, poseł na Sejm RP Jacek Drela , polski trener kick-boxingu (zm. 2008 ) Andreas Franz , niemiecki pisarz (zm. 2011 ) Jerzy Kowalczyk , polski żużlowiec (zm. 2024 ) Jesús María Satrústegui , hiszpański piłkarz Howard Stern , amerykański satyryk, dziennikarz pochodzenia żydowskiego",1954.0-01-12,1954,1,12,2434755.5,696591.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/12_stycznia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,3b6484b16602b9231e92e204eab9addc,2025-11-04 00:25:20,2025-11-04 00:25:20
445,Research on history - Paper 11,This paper explores history from a historical perspective with modern analytical methods.,1954-06-03,1954,1,1,2434896.5,696732.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.10,en,scientific_paper,journal_article,,,"[""Author 11"", ""Co-Author 11""]",[],"[""history""]",0.9,e21b3087387774ea432e0bcf93cb270c,2025-11-04 00:42:42,2025-11-04 00:42:42
339,Research on history - Paper 5,This paper explores history from a historical perspective with modern analytical methods.,1954-06-04,1954,1,1,2434897.5,696733.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""history""]",0.9,d710d1565f23ede5b9576f793b863dad,2025-11-04 00:30:56,2025-11-04 00:30:56
217,Research on history - Paper 3,This paper explores history from a historical perspective with modern analytical methods.,1954-06-12,1954,1,1,2434905.5,696741.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""history""]",0.9,1c11adfc95a126ccabae0b2e47c9e576,2025-11-04 00:25:20,2025-11-04 00:25:20
239,Research on archaeology - Paper 5,This paper explores archaeology from a historical perspective with modern analytical methods.,1954-09-21,1954,1,1,2435006.5,696842.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""archaeology""]",0.9,a20b66922e9c798a96ff62fe38adbe28,2025-11-04 00:25:20,2025-11-04 00:25:20
510,Research on ancient - Paper 16,This paper explores ancient from a historical perspective with modern analytical methods.,1954-10-14,1954,1,1,2435029.5,696865.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.15,en,scientific_paper,journal_article,,,"[""Author 16"", ""Co-Author 16""]",[],"[""ancient""]",0.9,7aa5fdf44d203133d013471d0d7a37c1,2025-11-04 00:42:42,2025-11-04 00:42:42
279,Research on ancient - Paper 5,This paper explores ancient from a historical perspective with modern analytical methods.,1954-12-02,1954,1,1,2435078.5,696914.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""ancient""]",0.9,36ccdc737d1c3b1caac529cf865a572a,2025-11-04 00:25:20,2025-11-04 00:25:20
228,Research on history - Paper 14,This paper explores history from a historical perspective with modern analytical methods.,1954-12-16,1954,1,1,2435092.5,696928.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.13,en,scientific_paper,journal_article,,,"[""Author 14"", ""Co-Author 14""]",[],"[""history""]",0.9,02b5923c31dd3cabebf88547789dcdd8,2025-11-04 00:25:20,2025-11-04 00:25:20
515,Research on chronology - Paper 1,This paper explores chronology from a historical perspective with modern analytical methods.,1955-03-05,1955,1,1,2435171.5,697007.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.4.0,en,scientific_paper,journal_article,,,"[""Author 1"", ""Co-Author 1""]",[],"[""chronology""]",0.9,4d4673be30baa9b011259d47972692c7,2025-11-04 00:42:42,2025-11-04 00:42:42
256,Research on medieval - Paper 2,This paper explores medieval from a historical perspective with modern analytical methods.,1955-07-11,1955,1,1,2435299.5,697135.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.1,en,scientific_paper,journal_article,,,"[""Author 2"", ""Co-Author 2""]",[],"[""medieval""]",0.9,71b4f90d8ec120e6f8a0c02f6ce36542,2025-11-04 00:25:20,2025-11-04 00:25:20
86,31 grudnia,"Tymoteusz , prawosławny patriarcha Jerozolimy (ur. 1878 )",1955.0-12-31,1955,12,31,2435473.5,697309.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/31_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,c943bbb8e903d0afaee0c2d89cc882f8,2025-11-04 00:25:20,2025-11-04 00:25:20
